alpha,corruption,metric,n_pairs,mean,median,ci95_low,ci95_high,wilcoxon_p,ttest_p,positive_rate
0.05,drift,set_size_reduction,525,-0.05169049220013401,-0.028776978417266008,-0.057908473407016506,-0.04576101527824495,3.039711349514812e-72,1.9554872396188555e-51,0.03238095238095238
0.05,drift,coverage_delta,525,0.00735455942656535,0.0,0.006170610347426836,0.008620309673385501,1.2167870452027394e-41,1.8058319835135078e-28,0.4876190476190476
0.05,drift,abs_gap_delta,525,-0.0023685526965447367,0.0,-0.0035706660099846617,-0.0012108174491689268,0.003406976756934313,9.136926054743934e-05,0.26285714285714284
0.05,gap,set_size_reduction,525,-0.041265415048369725,-0.019480519480519654,-0.04774501240492166,-0.03513795016273774,1.4209158042627185e-47,1.1276764677807594e-32,0.10666666666666667
0.05,gap,coverage_delta,525,0.005918830982335825,0.0,0.00483840690433375,0.00712355110875816,2.0130994558084767e-31,1.6494033608933667e-22,0.4380952380952381
0.05,gap,abs_gap_delta,525,-0.0020365961782247226,0.0,-0.0032192798045703086,-0.0009267568542182953,0.10682901397700839,0.000420101931597505,0.2761904761904762
0.05,noise,set_size_reduction,525,-0.036025057424605295,-0.015555555555555545,-0.041754945357666697,-0.030525145678602643,2.926813787539694e-45,2.810307452056119e-32,0.11238095238095239
0.05,noise,coverage_delta,525,0.005024780108729894,0.0,0.003797284313181409,0.006281940032371156,7.698502105906114e-23,1.1795508498276388e-14,0.37714285714285717
0.05,noise,abs_gap_delta,525,-0.001235790420611146,0.0,-0.0024481373928985214,-5.82613715045116e-05,0.5406648526710878,0.040546992388511456,0.2571428571428571
0.05,__overall__,set_size_reduction,1575,-0.04299365489103635,-0.021582733812949506,-0.0465633481816493,-0.03955969245432497,2.305159981293016e-160,3.0492599732992608e-111,0.0838095238095238
0.05,__overall__,coverage_delta,1575,0.006099390172543689,0.0,0.005436130260229824,0.006805979823199142,1.5749256341582175e-91,5.69732778495873e-61,0.4342857142857143
0.05,__overall__,abs_gap_delta,1575,-0.0018803130984602014,0.0,-0.0025756704038711136,-0.0012227469933066358,0.002358730768269903,4.4428540256675705e-08,0.2653968253968254
