alpha,corruption,metric,n_pairs,mean,median,ci95_low,ci95_high,wilcoxon_p,ttest_p,positive_rate
0.05,drift,set_size_reduction,525,0.0011409936182055981,0.0,-0.0020819126463805923,0.004399443961980999,0.017503477896732175,0.49120964972389164,0.2742857142857143
0.05,drift,coverage_delta,525,-0.00015077580004360514,0.0,-0.0007414209238613513,0.00042779836956556794,0.21955817971841074,0.6186021065481209,0.09142857142857143
0.05,drift,abs_gap_delta,525,8.54613667332995e-05,0.0,-0.00045762080441824745,0.0006871868277663822,0.733991099674745,0.7655670973277843,0.1219047619047619
0.05,gap,set_size_reduction,525,0.004981255978735375,0.0,0.0021427841182643653,0.007768465769630703,0.028378482054439585,0.0008740341776943642,0.34476190476190477
0.05,gap,coverage_delta,525,-0.0006551978520226864,0.0,-0.0011653334101325741,-0.00017626473995756108,0.0002712457546353186,0.012883962733588812,0.08
0.05,gap,abs_gap_delta,525,0.0006843927191197086,0.0,0.0001990449203180397,0.0011475347825240037,3.093368022635826e-05,0.004060837080697328,0.17333333333333334
0.05,noise,set_size_reduction,525,0.0026752469771749296,0.0,-0.000287047813479097,0.005636503687338894,0.677591297239241,0.07798323326211727,0.3047619047619048
0.05,noise,coverage_delta,525,-0.0005013385262085552,0.0,-0.0009166335470222836,-9.476046495674042e-05,0.0011734392086185307,0.019940333283296093,0.09714285714285714
0.05,noise,abs_gap_delta,525,0.0005925653543287811,0.0,0.0002059218959215497,0.0010215922895756965,0.01836655141442063,0.005635865770690656,0.14666666666666667
0.05,__overall__,set_size_reduction,1575,0.0029324988580386336,0.0,0.0011894518247382402,0.004774198111936998,0.8764185537772137,0.001115848971116807,0.30793650793650795
0.05,__overall__,coverage_delta,1575,-0.0004357707260916156,0.0,-0.0007436412963306474,-0.00014575246659687073,2.8464860036372563e-06,0.004084617305448008,0.08952380952380952
0.05,__overall__,abs_gap_delta,1575,0.00045413981339392974,0.0,0.0001872339867205711,0.0007432196708797316,5.284488732275455e-05,0.0015167614218037854,0.1473015873015873
