alpha,corruption,metric,n_pairs,mean,median,ci95_low,ci95_high,wilcoxon_p,ttest_p,positive_rate
0.05,drift,set_size_reduction,525,0.39535128332365854,0.37142857142857144,0.35171939260173785,0.43921506379433617,8.027201932180148e-52,1.1547065434892747e-53,0.8266666666666667
0.05,drift,coverage_delta,525,-0.022372364918361514,-0.007692307692307665,-0.026971520240101615,-0.0178500816431465,9.596777008532255e-27,2.9893004171037925e-20,0.2
0.05,drift,abs_gap_delta,525,-0.00035836444307433033,-0.0031645569620252223,-0.003468383124365172,0.003037609271088461,2.9200983775607296e-06,0.8310817571650227,0.2742857142857143
0.05,gap,set_size_reduction,525,0.40532083540377756,0.38974358974358925,0.36379230835520177,0.4456068325448545,5.32111490828546e-56,7.224081214877467e-62,0.8419047619047619
0.05,gap,coverage_delta,525,-0.028243058877037874,-0.009523809523809601,-0.033158891107696375,-0.02354119418940207,2.6226603804159468e-33,8.555775169791279e-29,0.18857142857142858
0.05,gap,abs_gap_delta,525,0.002595073114440431,0.0,-0.0006974016446226289,0.006243632869502464,0.03805925604010629,0.1381604842552495,0.32571428571428573
0.05,noise,set_size_reduction,525,0.41709953455380566,0.3538461538461535,0.37152335999267055,0.4631107422022608,8.06965704736061e-53,4.751250837670467e-56,0.8380952380952381
0.05,noise,coverage_delta,525,-0.03395883031154132,-0.009493670886076,-0.04109156278145847,-0.02708738273906912,3.519795412058467e-24,6.861819733339063e-20,0.23047619047619047
0.05,noise,abs_gap_delta,525,0.007137779683924688,-0.0011614401858304202,0.002019486144609801,0.0127738678057337,0.008678380042854308,0.008802924217435733,0.3333333333333333
0.05,__overall__,set_size_reduction,1575,0.4059238844270806,0.3766233766233764,0.38113363820486257,0.4317442440246727,9.107852879888754e-157,1.887046438180223e-167,0.8355555555555556
0.05,__overall__,coverage_delta,1575,-0.02819141803564691,-0.00878594249201281,-0.031432337318675244,-0.025019508006243488,5.297414461644838e-80,2.2466744734898876e-61,0.20634920634920634
0.05,__overall__,abs_gap_delta,1575,0.003124829451763596,-0.0020408163265303036,0.0007959006937789773,0.005528998504891135,8.73122755977953e-08,0.010188221992211699,0.3111111111111111
